Apartment_Area_m2,Rooms,Bathrooms,Master_Bathrooms,Balconies,Receptions,Finishing_Level,Ceilings_Quality,Doors_Quality,Electrical_Basic_Quality,Electrical_Finishing_Quality,Flooring_Quality,Paints_Quality,Plumbing_Quality,Sanitary_Quality,Include_Reception_Ceiling_Upgrade,Include_Reception_Chandelier,Include_Master_Bathroom_Upgrade,Plumbing_System,Total_Finishing_Cost_EGP
205.3,5,3,1,2,2,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,383666.63
82.1,2,1,1,0,1,Medium,Medium,Low,High,Medium,High,High,Medium,Medium,0,0,0,PVC Pipes,161015.11
162.1,4,2,1,2,1,Medium,Low,High,Low,Medium,High,Medium,Medium,Medium,1,0,0,PVC Pipes,332228.02
110.3,3,2,1,2,1,Low,Low,Low,Medium,Medium,Low,Low,Low,Medium,0,0,0,PPR Pipes,213711.99
115.3,3,2,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,246688.67
85.9,2,1,1,0,1,High,High,High,Medium,High,High,High,High,High,1,0,0,PVC Pipes,185751.27
128.8,3,2,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,0,0,0,PVC Pipes,218682.63
143.1,4,2,1,1,1,High,High,Medium,High,High,High,High,Medium,Medium,0,1,1,PVC Pipes,284981.17
118.0,3,2,1,1,1,Medium,High,Medium,Medium,Medium,High,Medium,High,Medium,1,0,1,PVC Pipes,283671.48
126.2,3,2,1,1,1,Medium,High,Medium,Low,Medium,Medium,Low,Medium,High,0,1,0,PVC Pipes,248105.84
76.7,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,142452.41
163.5,4,1,1,1,1,Low,Low,Low,Low,Medium,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,279371.25
122.3,3,1,1,2,1,Low,Medium,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,200787.92
96.6,3,1,1,2,1,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Medium,1,1,1,PVC Pipes,222197.46
205.5,5,2,1,3,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,356244.84
139.0,3,2,1,1,1,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Low,0,0,0,PPR Pipes,265088.9
98.8,2,1,1,1,1,High,High,High,Medium,High,High,Medium,High,High,1,1,1,PVC Pipes,225895.92
140.4,3,2,1,2,1,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,246599.88
222.6,5,2,1,1,1,Medium,Medium,High,Low,Low,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,451697.89
50.0,1,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,0,0,0,PVC Pipes,110791.11
123.6,3,2,1,0,1,Medium,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,0,1,0,PVC Pipes,239581.12
54.2,1,1,1,0,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,108547.48
103.6,2,1,1,2,1,High,High,High,High,Medium,High,Medium,Medium,Medium,1,1,0,PVC Pipes,238966.55
127.3,3,1,1,2,1,Medium,High,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,255401.16
177.0,4,2,1,2,1,Low,Low,Low,Medium,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,302274.46
129.4,3,2,1,1,1,Medium,Medium,Medium,High,Low,Medium,High,Medium,Medium,1,1,1,PVC Pipes,311942.1
138.9,3,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,226206.06
107.9,3,2,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,201432.98
107.8,3,2,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,High,0,1,1,PVC Pipes,245735.25
83.5,2,1,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Low,0,0,0,PVC Pipes,158117.43
120.4,3,2,1,2,1,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,High,1,0,0,PVC Pipes,282771.2
129.5,3,2,1,0,1,High,High,Medium,High,High,High,Medium,High,High,0,1,1,PVC Pipes,269955.65
157.3,4,1,1,1,1,Medium,Medium,High,Medium,High,High,Low,High,Medium,1,1,1,PVC Pipes,316356.6
69.8,2,1,1,0,1,Medium,Medium,Low,Low,Medium,Low,High,Medium,High,0,1,1,PVC Pipes,148706.78
117.8,3,2,1,1,1,High,High,High,High,High,High,Medium,High,High,1,1,1,PVC Pipes,281875.03
78.1,2,1,1,2,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,154612.38
97.1,2,1,1,1,1,High,High,High,High,Medium,High,High,High,High,1,1,1,PVC Pipes,235300.67
98.0,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Low,Medium,1,1,1,PVC Pipes,237094.6
193.0,5,2,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,0,0,0,PVC Pipes,342437.31
91.1,2,1,1,0,1,Low,Low,Low,Low,Medium,Low,Low,Low,Low,0,0,0,PPR Pipes,158269.93
95.2,2,1,1,1,1,Medium,Medium,High,Low,Low,Medium,Medium,High,Low,0,0,0,PVC Pipes,166887.01
81.5,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,144480.98
114.5,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,262491.08
107.0,3,2,1,2,1,Low,Medium,Medium,Low,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,211733.12
191.9,5,3,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,1,0,0,PPR Pipes,367201.84
121.6,3,2,1,2,1,Medium,Medium,Low,Medium,Low,Medium,High,Medium,Low,0,0,0,PVC Pipes,216028.29
150.0,4,2,1,2,1,Medium,Medium,Medium,High,Medium,High,Medium,Medium,High,0,1,1,PVC Pipes,294117.25
69.4,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,143059.13
162.6,4,2,1,1,1,Medium,Medium,High,Medium,Medium,High,Low,Low,Medium,1,0,1,PPR Pipes,343456.05
99.6,2,1,1,1,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,173979.42
138.4,3,2,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,High,Low,Medium,0,0,0,PPR Pipes,255113.64
82.5,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,163532.89
170.5,4,1,1,3,1,High,Medium,Medium,High,High,High,Medium,Medium,High,1,1,1,PVC Pipes,381262.07
156.1,4,1,1,2,1,Low,Medium,Medium,Medium,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,298418.56
139.6,3,2,1,2,1,High,High,High,Medium,High,Medium,High,High,High,1,1,1,PVC Pipes,355510.58
132.7,3,1,1,2,1,Medium,Low,High,Medium,Medium,Medium,Low,Medium,Medium,1,0,0,PVC Pipes,252150.81
117.0,3,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,192338.61
116.0,3,2,1,2,1,High,High,High,High,Medium,Medium,High,Medium,Medium,0,1,1,PVC Pipes,243233.19
85.4,2,1,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,166357.02
97.4,2,1,1,1,1,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,183718.65
85.6,2,1,1,2,1,Low,Medium,Low,Low,Medium,Medium,Low,Low,Low,0,0,0,PPR Pipes,152997.79
87.6,2,1,1,0,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Medium,0,0,0,PVC Pipes,157056.19
146.3,4,2,1,3,1,High,High,High,High,High,Medium,High,High,Medium,1,0,1,PVC Pipes,347958.33
118.6,3,2,1,2,1,Low,Low,Low,Low,Medium,Medium,Medium,Low,Medium,0,0,0,PPR Pipes,247868.8
118.3,3,2,1,1,1,High,High,High,Medium,Medium,Medium,High,High,High,1,0,1,PVC Pipes,287516.49
78.0,2,1,1,2,1,High,Medium,Medium,High,Medium,High,High,High,Medium,1,1,1,PVC Pipes,191764.82
120.9,3,2,1,3,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,224701.98
95.6,2,1,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,204500.32
78.4,2,1,1,0,1,Low,Medium,Low,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,136025.29
125.5,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,Medium,0,1,0,PVC Pipes,229629.04
80.3,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,High,High,High,Medium,0,1,0,PVC Pipes,154342.7
83.0,2,1,1,2,1,Medium,Medium,Medium,Medium,High,Medium,Low,Low,Medium,0,1,0,PPR Pipes,159722.64
85.6,2,1,1,1,1,Medium,High,Medium,Low,Medium,Medium,Low,Low,Medium,0,1,1,PPR Pipes,176907.74
101.1,3,1,1,1,1,Low,Low,Low,Low,Low,Medium,Medium,Medium,Low,1,1,0,PVC Pipes,203723.07
170.4,4,1,1,3,1,High,High,Medium,High,Medium,Medium,High,High,Medium,0,1,0,PVC Pipes,337624.41
133.7,4,2,1,2,1,Low,Low,Low,Medium,Medium,Low,Low,Low,Medium,0,0,0,PPR Pipes,253885.98
120.6,3,2,1,1,1,Medium,Medium,High,Low,High,Medium,Medium,Medium,Low,1,1,1,PVC Pipes,263651.55
157.9,4,2,1,1,1,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,1,0,0,PVC Pipes,337704.83
78.3,2,1,1,1,1,High,High,Medium,High,Medium,Medium,Medium,High,High,0,0,1,PVC Pipes,168098.99
192.7,5,2,1,3,1,Medium,Medium,Low,High,High,Low,Low,Medium,Low,1,0,0,PVC Pipes,380192.88
154.5,4,2,1,3,1,Low,Medium,Low,Low,Medium,Low,Medium,Medium,Low,0,0,0,PVC Pipes,301270.59
78.6,2,1,1,0,1,High,High,Medium,High,High,Medium,High,Medium,High,1,1,1,PVC Pipes,208299.04
54.3,1,1,1,0,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,107182.91
135.6,3,2,1,1,1,Low,Medium,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,246047.95
63.6,2,1,1,1,1,Low,Medium,Medium,Low,Low,Medium,Low,Low,Medium,1,0,0,PPR Pipes,147326.63
176.0,4,2,1,2,1,High,High,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,378159.44
116.6,3,2,1,0,1,Low,Medium,Low,Medium,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,228997.43
81.9,2,1,1,1,1,Medium,High,Medium,Medium,Low,Medium,Low,Medium,Medium,1,1,0,PVC Pipes,181410.19
134.5,3,2,1,1,1,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,295801.96
72.3,2,1,1,1,1,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,0,1,1,PVC Pipes,141639.34
111.9,3,2,1,1,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,197573.64
112.0,3,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,Low,1,1,1,PPR Pipes,266450.23
121.6,3,1,1,1,1,Medium,High,High,Medium,Medium,Low,Low,Low,Medium,1,0,1,PPR Pipes,255165.6
142.5,4,1,1,3,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,320912.93
141.2,3,1,1,1,1,Medium,Medium,High,Low,Medium,Medium,Low,Medium,Medium,1,0,0,PVC Pipes,265358.37
167.6,4,2,1,1,1,Medium,High,Medium,Medium,Medium,Medium,Low,Medium,Medium,1,1,1,PVC Pipes,355990.92
122.4,3,1,1,2,1,Medium,Medium,Low,Medium,Medium,Medium,High,Low,High,0,0,0,PPR Pipes,224903.08
171.3,4,1,1,3,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Low,0,1,0,PVC Pipes,296935.38
208.9,5,2,1,1,1,Medium,Medium,Medium,Low,Medium,Low,High,Low,Medium,0,1,0,PPR Pipes,379526.76
112.0,3,2,1,3,1,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,1,1,0,PVC Pipes,282297.44
97.2,2,1,1,2,1,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Low,0,0,0,PVC Pipes,173381.06
119.8,3,1,1,0,1,Medium,Low,Medium,High,Medium,High,Medium,Medium,Medium,0,0,1,PVC Pipes,203918.48
114.5,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,0,PPR Pipes,227713.79
78.2,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,1,0,1,PPR Pipes,181598.19
168.0,4,2,1,3,1,High,High,High,High,Medium,High,High,High,High,0,1,1,PVC Pipes,358483.79
61.8,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,129941.65
141.6,3,2,1,1,1,High,Medium,High,High,High,Medium,High,High,High,1,1,1,PVC Pipes,325843.91
82.1,2,1,1,0,1,Medium,Medium,Medium,Medium,Low,High,Medium,High,Medium,0,0,1,PVC Pipes,147226.46
137.6,3,2,1,0,1,High,High,Medium,High,High,Medium,High,High,High,0,1,1,PVC Pipes,273537.47
162.0,4,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,0,PVC Pipes,305017.61
78.0,2,1,1,0,1,Medium,Medium,Medium,Low,High,Medium,Medium,High,High,1,0,0,PVC Pipes,175931.65
74.7,2,1,1,2,1,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,Medium,1,1,1,PPR Pipes,182317.34
101.6,2,1,1,0,1,Medium,Medium,Medium,High,High,Medium,Medium,Medium,Low,1,1,1,PVC Pipes,207499.03
165.1,4,1,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,287415.1
91.5,2,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,1,0,PPR Pipes,176883.54
127.5,3,2,1,0,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,227227.2
117.9,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,0,0,0,PVC Pipes,242691.47
73.8,2,1,1,1,1,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,0,1,0,PPR Pipes,145608.19
74.1,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,167407.61
87.1,2,1,1,1,1,High,Medium,Medium,Medium,Medium,High,High,Medium,High,1,1,1,PVC Pipes,202284.78
51.1,1,1,1,1,1,Low,Low,Medium,Medium,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,113327.17
117.5,3,2,1,3,1,High,High,High,High,Medium,High,Medium,High,Medium,1,1,0,PVC Pipes,297832.85
125.4,3,2,1,1,1,Medium,High,Low,Low,Medium,Low,Medium,Medium,Medium,1,1,0,PVC Pipes,273240.54
76.0,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,1,1,0,PVC Pipes,185670.66
83.8,2,1,1,0,1,High,High,Medium,Medium,High,Medium,High,High,High,1,1,1,PVC Pipes,201052.93
172.6,4,2,1,2,1,Low,Low,Medium,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,320055.52
167.3,4,2,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Low,1,1,0,PVC Pipes,352427.31
200.7,5,3,1,3,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,0,1,1,PVC Pipes,386459.66
108.7,3,2,1,1,1,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium,1,1,1,PVC Pipes,237357.2
120.9,3,2,1,3,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,1,0,PVC Pipes,227987.56
111.1,3,1,1,1,1,Medium,High,High,Medium,Medium,Medium,Medium,Low,Medium,1,0,0,PPR Pipes,252510.53
107.3,3,2,1,3,1,High,High,Medium,High,High,High,High,High,High,1,0,1,PVC Pipes,278305.92
151.8,4,2,1,3,1,Low,Low,Low,Low,Low,Low,Medium,Medium,Low,1,0,0,PVC Pipes,305212.35
144.5,3,1,1,0,1,Low,Medium,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,245389.64
154.7,4,2,1,2,1,Low,Low,Low,Medium,Medium,Low,Low,Low,Low,1,0,0,PPR Pipes,312423.43
112.6,3,2,1,2,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,213775.18
78.7,2,1,1,0,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,158495.24
67.2,2,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,130390.06
131.2,3,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low,0,0,0,PVC Pipes,220215.75
103.9,3,1,1,2,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,212033.97
146.2,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,High,Medium,High,Medium,1,1,1,PVC Pipes,326604.01
157.2,3,2,1,1,1,Low,Medium,Low,Low,Low,Medium,Low,Medium,Low,1,1,1,PVC Pipes,304675.86
92.4,2,1,1,1,1,High,High,Medium,High,High,High,Medium,High,Medium,1,1,1,PVC Pipes,219353.89
114.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,0,1,1,PVC Pipes,241802.56
86.0,2,1,1,2,1,High,Medium,Medium,High,High,High,Medium,High,High,1,1,1,PVC Pipes,210880.83
124.0,4,2,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Medium,Low,1,0,0,PVC Pipes,238538.41
69.4,2,1,1,1,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,1,0,PPR Pipes,135474.8
144.7,4,2,1,2,1,Medium,High,Medium,Medium,Medium,High,Medium,High,High,0,1,1,PVC Pipes,291204.94
100.3,2,1,1,1,1,Medium,Medium,Low,High,Medium,High,Medium,Medium,Medium,1,0,0,PVC Pipes,217942.1
121.1,3,1,1,1,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,285173.13
164.7,4,2,1,1,1,Low,Low,Medium,Low,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,293367.84
50.0,1,1,1,0,1,Low,Medium,Low,Low,Low,Low,Medium,Medium,Low,0,0,0,PVC Pipes,102673.47
79.9,2,1,1,1,1,Low,Medium,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,151797.55
111.3,3,2,1,1,1,Medium,Medium,Low,Medium,High,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,229082.12
85.5,2,1,1,1,1,High,High,High,High,Medium,Medium,High,High,High,1,1,1,PVC Pipes,207579.2
113.5,3,1,1,3,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,232401.3
96.3,3,1,1,3,1,Medium,Low,Medium,Medium,Medium,Low,High,Medium,Low,0,0,0,PVC Pipes,200844.73
84.9,2,1,1,1,1,Medium,High,High,Medium,Medium,Medium,High,Medium,Medium,0,1,0,PVC Pipes,173880.48
132.9,3,2,1,2,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,0,1,1,PVC Pipes,250661.5
103.2,2,1,1,1,1,Low,Low,Low,Medium,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,180152.64
104.7,2,1,1,1,1,Medium,Medium,Medium,Medium,High,Low,Medium,Medium,High,0,1,1,PVC Pipes,201200.37
127.2,3,2,1,0,1,Medium,Medium,Medium,High,Medium,High,Medium,Low,Medium,0,1,0,PPR Pipes,240330.29
96.6,2,1,1,1,1,Low,Medium,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,160840.87
110.1,3,2,1,0,1,Low,Low,Low,Medium,Low,Low,Low,Low,Low,1,0,0,PPR Pipes,228298.89
123.2,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,1,1,1,PVC Pipes,285187.32
122.0,3,1,1,1,1,Low,Medium,Low,Medium,Medium,Low,Low,Medium,Low,0,0,0,PVC Pipes,201638.97
152.9,4,2,1,1,1,Low,Low,Medium,Low,Medium,Low,Low,Low,Medium,0,0,0,PPR Pipes,281192.97
50.0,1,1,1,0,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,0,1,PVC Pipes,106380.78
125.6,3,2,1,2,1,Medium,Medium,High,Medium,Medium,High,Medium,Medium,Medium,0,0,1,PVC Pipes,260292.28
201.3,5,3,1,1,1,Medium,High,Low,Medium,Low,Medium,Medium,Medium,High,0,1,1,PVC Pipes,397099.89
60.7,2,1,1,0,1,High,Medium,High,Medium,High,High,High,High,High,0,0,0,PVC Pipes,136289.48
100.7,2,1,1,1,1,High,High,High,Medium,High,High,Medium,High,High,1,0,1,PVC Pipes,232429.62
78.2,2,1,1,1,1,Medium,Low,Medium,High,Medium,High,Medium,Medium,High,1,0,1,PVC Pipes,175172.62
115.5,3,1,1,0,1,High,High,Medium,High,High,High,High,High,High,1,1,1,PVC Pipes,271279.18
142.6,4,2,1,2,1,Low,Low,Medium,Medium,Low,Medium,Low,Low,Low,0,1,0,PPR Pipes,283609.21
94.2,2,1,1,0,1,Medium,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,170972.01
50.0,1,1,1,1,1,Medium,Medium,Medium,Medium,Low,Medium,Medium,Low,High,1,1,1,PPR Pipes,139094.86
175.2,4,2,1,3,1,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,342497.81
101.7,3,2,1,1,1,Low,Low,Medium,Low,Medium,Low,Low,Medium,Medium,0,0,0,PVC Pipes,212430.61
105.1,3,1,1,2,1,Medium,Medium,Medium,Medium,High,Low,High,Medium,Medium,1,0,1,PVC Pipes,231168.2
66.1,2,1,1,1,1,High,High,Medium,High,Medium,Medium,Medium,Medium,High,1,1,1,PVC Pipes,174969.6
96.9,3,1,1,2,1,Low,Low,Low,Low,Low,Low,Low,Medium,Low,0,0,0,PVC Pipes,171406.45
86.4,2,1,1,1,1,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,0,0,1,PVC Pipes,178684.18
134.4,3,2,1,1,1,Medium,Low,High,Medium,Medium,Low,Medium,Low,Low,1,1,0,PPR Pipes,292658.54
137.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,1,0,0,PVC Pipes,277502.66
139.7,3,2,1,0,1,High,Medium,High,Medium,High,High,High,High,High,1,1,1,PVC Pipes,308926.54
86.9,2,1,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,1,1,0,PVC Pipes,182370.12
50.0,1,1,1,0,1,Medium,Medium,Medium,Low,High,Medium,Medium,Low,Medium,0,0,1,PPR Pipes,109000.39
173.2,4,2,1,1,1,High,High,High,Medium,High,Medium,High,High,High,1,1,0,PVC Pipes,390115.23
86.7,2,1,1,2,1,Medium,Medium,High,Medium,Medium,Low,Low,Medium,Medium,0,1,1,PVC Pipes,166425.33
94.2,2,1,1,2,1,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Low,1,0,1,PVC Pipes,217057.41
87.4,2,1,1,1,1,High,High,High,High,High,Medium,High,Medium,Medium,0,1,1,PVC Pipes,189940.57
99.3,3,1,1,3,1,High,Medium,High,High,High,High,High,High,High,1,1,1,PVC Pipes,241845.38
138.2,3,2,1,1,1,High,High,Medium,High,High,High,High,High,Medium,1,1,1,PVC Pipes,312037.34
201.7,5,2,1,2,1,Low,Low,Low,Low,Low,Medium,Low,Low,Low,0,1,0,PPR Pipes,343719.02
138.3,3,2,1,1,1,Medium,Medium,Medium,High,High,Low,Medium,Medium,Medium,0,0,0,PVC Pipes,271130.05
88.3,2,1,1,1,1,Low,Low,Medium,Low,Low,Medium,Medium,Low,Low,0,0,0,PPR Pipes,166210.07
99.5,3,2,1,2,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Medium,0,1,0,PPR Pipes,205204.17
193.6,5,2,1,1,2,High,High,Medium,High,High,Medium,Medium,Medium,High,1,1,1,PVC Pipes,428036.45
140.8,4,2,1,1,1,Medium,High,Low,Medium,High,Medium,Medium,Medium,Medium,0,0,0,PVC Pipes,277570.16
51.9,1,1,1,0,1,Medium,Low,Medium,Low,High,High,Medium,High,Medium,0,0,0,PVC Pipes,103082.28
117.6,3,2,1,0,1,Medium,Low,Medium,Medium,Medium,Low,Low,Medium,Medium,0,0,0,PVC Pipes,209629.3
115.5,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Low,High,Medium,1,1,1,PVC Pipes,244147.82
112.8,3,2,1,3,1,High,High,High,High,High,High,High,Medium,High,1,1,1,PVC Pipes,289536.71
157.0,4,2,1,2,1,Low,Low,Medium,Low,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,293180.46
148.4,4,2,1,2,1,Medium,Medium,Medium,Medium,High,Medium,Medium,High,Medium,0,0,1,PVC Pipes,293281.91
84.7,2,1,1,1,1,Low,Medium,Low,Medium,Low,Low,Medium,Low,Low,0,0,0,PPR Pipes,166163.26
102.6,3,2,1,0,1,High,Medium,High,Medium,High,Medium,High,Medium,High,0,1,1,PVC Pipes,220165.24
111.1,3,2,1,0,1,Medium,Medium,Low,Medium,Medium,Medium,High,Medium,High,1,0,0,PVC Pipes,257773.78
101.0,2,1,1,1,1,Medium,Medium,Low,Medium,Medium,Medium,Medium,Medium,Low,0,1,0,PVC Pipes,183739.1
203.0,5,3,1,3,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,340534.39
131.9,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,High,High,Medium,Medium,1,0,1,PVC Pipes,284901.69
127.5,3,2,1,1,1,Low,Low,Medium,Low,Low,Low,Low,Low,Low,0,0,0,PPR Pipes,243336.76
140.7,3,2,1,1,1,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,0,1,0,PVC Pipes,246324.64
83.4,2,1,1,0,1,Low,Medium,Low,Low,Low,Low,Low,Low,Medium,0,0,0,PPR Pipes,151048.58
147.8,4,1,1,0,1,High,High,High,High,High,High,High,High,Medium,0,1,1,PVC Pipes,293181.63
174.9,4,1,1,1,1,Low,Medium,Medium,Low,Low,Low,Medium,Low,Medium,0,0,0,PPR Pipes,310647.3
210.0,5,2,1,2,1,High,High,High,High,High,High,Medium,High,Medium,1,1,0,PVC Pipes,436861.47
193.2,5,3,1,3,1,Low,Low,Low,Medium,Low,Medium,Low,Low,Low,0,0,0,PPR Pipes,334255.81
111.4,3,2,1,0,1,High,Medium,High,High,High,High,High,Medium,High,1,0,0,PVC Pipes,253040.26
