Brand,Product_Name,Floor_Type,Subcategory,Grade,Size_cm,Application,Quality_Level,Quality_Score,Unit,Waste_Factor,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Size_Length_cm,Size_Width_cm,Tile_Area_m2,Price_per_m2,Price_Efficiency,Value_for_Money_Score
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,238,Flooring,60.0,60.0,0.36,238.0,2.2941176470588234,8.5
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,371,Flooring,60.0,60.0,0.36,371.0,1.471698113207547,8.34
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,943,Flooring,60.0,120.0,0.72,943.0,0.5790031813361611,4.76
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,924,Flooring,60.0,120.0,0.72,924.0,0.5909090909090909,6.58
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,790,Flooring,60.0,120.0,0.72,790.0,0.6911392405063291,4.98
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,574,Flooring,60.0,120.0,0.72,574.0,0.9512195121951219,6.4
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,835,Flooring,60.0,120.0,0.72,835.0,0.6538922155688622,6.71
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,377,Flooring,60.0,60.0,0.36,377.0,1.4482758620689655,8.3
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,238,Flooring,60.0,60.0,0.36,238.0,2.2941176470588234,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,855,Flooring,60.0,120.0,0.72,855.0,0.6385964912280702,6.68
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,256,Flooring,60.0,60.0,0.36,256.0,2.1328125,8.5
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,800,Flooring,60.0,120.0,0.72,800.0,0.6825,6.76
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,240,Flooring,60.0,60.0,0.36,240.0,2.275,8.5
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,757,Flooring,60.0,120.0,0.72,757.0,0.7212681638044914,5.04
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,934,Flooring,60.0,120.0,0.72,934.0,0.5845824411134903,6.57
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,264,Flooring,60.0,60.0,0.36,264.0,2.0681818181818183,8.5
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,767,Flooring,60.0,120.0,0.72,767.0,0.711864406779661,5.92
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,453,Flooring,60.0,120.0,0.72,453.0,1.205298013245033,6.91
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,705,Flooring,60.0,120.0,0.72,705.0,0.774468085106383,5.15
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,466,Flooring,60.0,120.0,0.72,466.0,1.1716738197424892,6.84
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,855,Flooring,60.0,120.0,0.72,855.0,0.6385964912280702,6.68
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,893,Flooring,60.0,120.0,0.72,893.0,0.6114221724524076,5.72
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,782,Flooring,60.0,120.0,0.72,782.0,0.6982097186700768,6.8
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,339,Flooring,60.0,60.0,0.36,339.0,1.6106194690265487,7.72
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring,60.0,60.0,0.36,265.0,2.060377358490566,8.5
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,520,Flooring,60.0,120.0,0.72,520.0,1.05,6.6
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,762,Flooring,60.0,120.0,0.72,762.0,0.7165354330708661,5.03
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,944,Flooring,60.0,120.0,0.72,944.0,0.5783898305084746,6.56
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,372,Flooring,60.0,60.0,0.36,372.0,1.467741935483871,6.54
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,492,Flooring,60.0,120.0,0.72,492.0,1.1097560975609757,5.82
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,549,Flooring,60.0,120.0,0.72,549.0,0.994535519125683,6.49
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,499,Flooring,60.0,120.0,0.72,499.0,1.094188376753507,6.69
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,890,Flooring,60.0,120.0,0.72,890.0,0.6134831460674157,6.63
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,592,Flooring,60.0,120.0,0.72,592.0,0.9222972972972973,6.34
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,819,Flooring,60.0,120.0,0.72,819.0,0.6666666666666666,5.83
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring,60.0,60.0,0.36,284.0,1.9225352112676057,7.45
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,645,Flooring,60.0,120.0,0.72,645.0,0.8465116279069768,5.29
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,372,Flooring,60.0,60.0,0.36,372.0,1.467741935483871,8.34
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,208,Flooring,60.0,60.0,0.36,208.0,2.625,8.5
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,178,Flooring,60.0,60.0,0.36,178.0,3.067415730337079,9.4
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,296,Flooring,60.0,60.0,0.36,296.0,1.8445945945945945,8.19
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,554,Flooring,60.0,120.0,0.72,554.0,0.9855595667870036,5.57
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,670,Flooring,60.0,120.0,0.72,670.0,0.8149253731343283,6.13
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,802,Flooring,60.0,120.0,0.72,802.0,0.6807980049875312,5.86
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,713,Flooring,60.0,120.0,0.72,713.0,0.7657784011220197,6.93
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,748,Flooring,60.0,120.0,0.72,748.0,0.7299465240641712,5.06
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,802,Flooring,60.0,120.0,0.72,802.0,0.6807980049875312,6.76
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,586,Flooring,60.0,120.0,0.72,586.0,0.931740614334471,5.46
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,253,Flooring,60.0,60.0,0.36,253.0,2.158102766798419,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,531,Flooring,60.0,120.0,0.72,531.0,1.0282485875706215,7.46
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,169,Flooring,60.0,60.0,0.36,169.0,3.230769230769231,7.6
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,346,Flooring,60.0,60.0,0.36,346.0,1.5780346820809248,6.76
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,324,Flooring,60.0,60.0,0.36,324.0,1.6851851851851851,6.97
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,757,Flooring,60.0,120.0,0.72,757.0,0.7212681638044914,5.04
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,547,Flooring,60.0,120.0,0.72,547.0,0.9981718464351006,7.4
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring,60.0,60.0,0.36,284.0,1.9225352112676057,8.35
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,837,Flooring,60.0,120.0,0.72,837.0,0.6523297491039427,6.7
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,850,Flooring,60.0,120.0,0.72,850.0,0.6423529411764706,5.78
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,748,Flooring,60.0,120.0,0.72,748.0,0.7299465240641712,5.06
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,279,Flooring,60.0,60.0,0.36,279.0,1.956989247311828,7.51
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,844,Flooring,60.0,120.0,0.72,844.0,0.6469194312796208,6.69
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,531,Flooring,60.0,120.0,0.72,531.0,1.0282485875706215,6.56
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,284,Flooring,60.0,60.0,0.36,284.0,1.9225352112676057,7.45
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,245,Flooring,60.0,60.0,0.36,245.0,2.2285714285714286,8.5
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,360,Flooring,60.0,60.0,0.36,360.0,1.5166666666666666,8.43
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,205,Flooring,60.0,60.0,0.36,205.0,2.6634146341463416,7.6
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,172,Flooring,60.0,60.0,0.36,172.0,3.1744186046511627,7.6
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,232,Flooring,60.0,60.0,0.36,232.0,2.353448275862069,9.4
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,355,Flooring,60.0,60.0,0.36,355.0,1.5380281690140845,6.68
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,298,Flooring,60.0,60.0,0.36,298.0,1.832214765100671,7.26
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,657,Flooring,60.0,120.0,0.72,657.0,0.8310502283105022,5.26
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,349,Flooring,60.0,60.0,0.36,349.0,1.5644699140401146,8.53
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,267,Flooring,60.0,60.0,0.36,267.0,2.044943820224719,7.6
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,174,Flooring,60.0,60.0,0.36,174.0,3.1379310344827585,9.4
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,855,Flooring,60.0,120.0,0.72,855.0,0.6385964912280702,5.78
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,240,Flooring,60.0,60.0,0.36,240.0,2.275,9.4
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,321,Flooring,60.0,60.0,0.36,321.0,1.7009345794392523,8.8
Lecico,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,360,Flooring,60.0,60.0,0.36,360.0,1.5166666666666666,6.63
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,699,Flooring,60.0,120.0,0.72,699.0,0.7811158798283262,6.06
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,751,Flooring,60.0,120.0,0.72,751.0,0.7270306258322237,5.95
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,704,Flooring,60.0,120.0,0.72,704.0,0.7755681818181818,6.95
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,198,Flooring,60.0,60.0,0.36,198.0,2.757575757575758,9.4
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,743,Flooring,60.0,120.0,0.72,743.0,0.7348586810228802,5.07
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,208,Flooring,60.0,60.0,0.36,208.0,2.625,9.4
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,813,Flooring,60.0,120.0,0.72,813.0,0.6715867158671587,6.74
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,267,Flooring,60.0,60.0,0.36,267.0,2.044943820224719,9.4
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,438,Flooring,60.0,120.0,0.72,438.0,1.2465753424657535,6.99
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,847,Flooring,60.0,120.0,0.72,847.0,0.6446280991735537,4.89
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,5.22
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,272,Flooring,60.0,60.0,0.36,272.0,2.0073529411764706,9.4
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,359,Flooring,60.0,60.0,0.36,359.0,1.5208913649025069,7.54
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,801,Flooring,60.0,120.0,0.72,801.0,0.6816479400749064,6.76
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,689,Flooring,60.0,120.0,0.72,689.0,0.7924528301886793,6.08
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,862,Flooring,60.0,120.0,0.72,862.0,0.6334106728538283,4.87
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,572,Flooring,60.0,120.0,0.72,572.0,0.9545454545454546,6.41
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,199,Flooring,60.0,60.0,0.36,199.0,2.7437185929648242,7.6
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,497,Flooring,60.0,120.0,0.72,497.0,1.0985915492957747,6.7
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,642,Flooring,60.0,120.0,0.72,642.0,0.8504672897196262,6.2
Gemma,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,236,Flooring,60.0,60.0,0.36,236.0,2.3135593220338984,8.5
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Medium,7.5,m2,0.1,Area_m2,1,Bedrooms,False,279,Flooring,60.0,60.0,0.36,279.0,1.956989247311828,8.41
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,623,Flooring,60.0,120.0,0.72,623.0,0.8764044943820225,5.35
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,174,Flooring,60.0,60.0,0.36,174.0,3.1379310344827585,9.4
Ceramica Cleopatra,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,265,Flooring,60.0,60.0,0.36,265.0,2.060377358490566,7.6
Lecico,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,456,Flooring,60.0,120.0,0.72,456.0,1.1973684210526316,6.89
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,6.12
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bedrooms,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,279,Flooring,60.0,60.0,0.36,279.0,1.956989247311828,9.31
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,893,Flooring,60.0,120.0,0.72,893.0,0.6114221724524076,5.72
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Third,60x60,Bathroom,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,169,Flooring,60.0,60.0,0.36,169.0,3.230769230769231,7.6
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,748,Flooring,60.0,120.0,0.72,748.0,0.7299465240641712,5.06
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,High,9.0,m2,0.12,Area_m2,1,Reception,False,687,Flooring,60.0,120.0,0.72,687.0,0.7947598253275109,6.99
Royal Ceramica,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Kitchen,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,236,Flooring,60.0,60.0,0.36,236.0,2.3135593220338984,9.4
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,672,Flooring,60.0,120.0,0.72,672.0,0.8125,6.12
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,660,Flooring,60.0,120.0,0.72,660.0,0.8272727272727273,5.25
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,600,Flooring,60.0,120.0,0.72,600.0,0.91,5.42
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,539,Flooring,60.0,120.0,0.72,539.0,1.0129870129870129,6.53
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,664,Flooring,60.0,120.0,0.72,664.0,0.822289156626506,5.24
Royal Ceramica,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,703,Flooring,60.0,120.0,0.72,703.0,0.7766714082503556,5.15
Gemma,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,High,9.0,m2,0.12,Area_m2,1,Reception,False,793,Flooring,60.0,120.0,0.72,793.0,0.6885245901639344,6.78
Gemma,Ceramic 60x60,Ceramic,Floor Tile,First,60x60,Bedrooms,Low,6.0,m2,0.1,Area_m2,1,Bedrooms,False,355,Flooring,60.0,60.0,0.36,355.0,1.5380281690140845,6.68
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,High,9.0,m2,0.12,Area_m2,1,Reception,False,549,Flooring,60.0,120.0,0.72,549.0,0.994535519125683,7.39
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Reception,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,593,Flooring,60.0,120.0,0.72,593.0,0.9207419898819561,6.34
Alfa Ceramic,Porcelain 60x120,Porcelain,Floor Tile,Third,60x120,Bathroom,Low,6.0,m2,0.12,Area_m2,1,Reception,False,460,Flooring,60.0,120.0,0.72,460.0,1.1869565217391305,5.97
Alfa Ceramic,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,208,Flooring,60.0,60.0,0.36,208.0,2.625,9.4
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,770,Flooring,60.0,120.0,0.72,770.0,0.7090909090909091,5.02
Lecico,Ceramic 60x60,Ceramic,Floor Tile,Second,60x60,Bathroom,High,9.0,m2,0.1,Area_m2,1,Bedrooms,False,240,Flooring,60.0,60.0,0.36,240.0,2.275,9.4
Ceramica Cleopatra,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Kitchen,Low,6.0,m2,0.12,Area_m2,1,Reception,False,699,Flooring,60.0,120.0,0.72,699.0,0.7811158798283262,5.16
Lecico,Porcelain 60x120,Porcelain,Floor Tile,First,60x120,Reception,Low,6.0,m2,0.12,Area_m2,1,Reception,False,781,Flooring,60.0,120.0,0.72,781.0,0.6991037131882202,5.0
Gemma,Porcelain 60x120,Porcelain,Floor Tile,Second,60x120,Bathroom,Medium,7.5,m2,0.12,Area_m2,1,Reception,False,655,Flooring,60.0,120.0,0.72,655.0,0.833587786259542,6.17
