Brand,Product_Name,Door_Category,Material,Door_Type,Application,Size,Quality_Level,Quality_Score,Unit,Quantity_Rule,Rule_Value,Required_For,Optional,Price_EGP,Category,Subcategory,Grade,Quality_Price_Band
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11749,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4855,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6820,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4632,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10413,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5112,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5034,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5604,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6679,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5627,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12790,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7171,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13897,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10633,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5833,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5060,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3320,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5744,Doors,Interior,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5721,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3201,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3309,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4869,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12546,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10262,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13440,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5051,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11118,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6719,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5086,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4480,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11125,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5593,Doors,Interior,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3827,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5864,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12246,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5381,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4527,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5177,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6493,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5553,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6564,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,Medium,8.9,Piece,Fixed,1,Apartment,False,9639,Doors,Entrance,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3290,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11736,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6541,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5022,Doors,Balcony,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3305,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3450,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12844,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7219,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14376,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6062,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6523,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4672,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13061,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13400,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5357,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4656,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3337,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13590,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11552,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13095,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4687,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5410,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6403,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13812,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5157,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7043,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4550,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6049,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6228,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3238,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14296,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4358,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5302,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7141,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14407,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5586,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13640,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,7078,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13471,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5711,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13262,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4666,Doors,Balcony,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11831,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12139,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5312,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9816,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5919,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3389,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10536,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4324,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6531,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10061,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10024,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11258,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6083,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3817,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5573,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3824,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12347,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13556,Doors,Entrance,Not Applicable,High: > 9745
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4389,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,5009,Doors,Interior,Not Applicable,Low: <= 5307
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,5537,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10687,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11918,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6602,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
AluDoor,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Medium,7.4,Piece,Per_Balcony,1,Balcony,False,6939,Doors,Balcony,Not Applicable,Medium: 5307 - 9745
WoodCraft,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,12636,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13655,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4913,Doors,Interior,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,10963,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4328,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13141,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,5283,Doors,Balcony,Not Applicable,Low: <= 5307
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11935,Doors,Entrance,Not Applicable,High: > 9745
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Medium,7.2,Piece,Per_Room,1,Bedroom,False,5487,Doors,Interior,Not Applicable,Medium: 5307 - 9745
WPC Brand,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13267,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,11378,Doors,Entrance,Not Applicable,High: > 9745
WoodCraft,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4400,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,9897,Doors,Entrance,Not Applicable,High: > 9745
Security Doors,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,3535,Doors,Interior,Not Applicable,Low: <= 5307
DoorTech,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4424,Doors,Interior,Not Applicable,Low: <= 5307
AluDoor,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,13245,Doors,Entrance,Not Applicable,High: > 9745
AluDoor,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4999,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Interior MDF Door,Interior,MDF,Solid,Bedroom,90x210 cm,Low,7.2,Piece,Per_Room,1,Bedroom,False,4545,Doors,Interior,Not Applicable,Low: <= 5307
WPC Brand,Aluminum Balcony Door,Balcony,Aluminum,Sliding,Balcony,180x220 cm,Low,7.4,Piece,Per_Balcony,1,Balcony,False,4995,Doors,Balcony,Not Applicable,Low: <= 5307
DoorTech,Armored Security Door,Entrance,Steel,Armored,Main Entrance,100x220 cm,High,8.9,Piece,Fixed,1,Apartment,False,14273,Doors,Entrance,Not Applicable,High: > 9745
